cohort,elapsed,success,count,length
132702001,0.316824018,1,4,1867
132702002,0.330372031,1,5,2775
132702003,0.292938025,1,6,2676
132703001,0.398963487,1,5,1841
132703002,0.572496228,1,8,4617
132703003,0.470035825,1,0,0
132797001,0.319850621,1,107,46339
132797002,0.310981592,1,163,96253
132797003,0.742832141,1,42,390
133169001,0.371316775,1,8,2928
133169002,0.314988613,1,12,6279
133444001,0.296531541,1,53,22342
133444002,0.294699351,1,88,51058
133834001,0.467514304,1,11,4372
133834002,0.464579331,1,20,12200
133834003,0.442762162,1,11,4372
133834005,0.360099297,1,11,4372
133834006,0.303228422,1,18,10777
133834007,0.578358986,1,1,754
133834008,0.691807293,1,0,0
133834009,0.749739057,1,0,0
133834010,0.227854074,1,22,14654
133834011,0.329580726,1,0,0
133834012,0.685070695,1,0,0
133834013,0.889492907,1,0,0
134442001,0.342743254,1,28,11850
134442002,0.379364408,1,38,20814
134442003,0.405356376,1,13,5386
134442004,0.347408259,1,28,11850
134442005,0.418991454,1,40,16711
136774001,0.331063618,1,3,603
136774002,0.520578903,1,4,1523
137977001,0.306639876,1,15,5767
137977002,0.273248027,1,22,11797
138379001,0.456944857,1,36,12855
138379002,0.443978875,1,59,33568
138379003,0.595557373,1,59,33568
138502001,0.310478941,1,12,4600
138502002,0.303366179,1,20,11273
138502003,0.562913399,1,12,4600
138994001,0.406374825,1,43,18369
138994002,0.384657289,1,90,60348
139803001,0.599455081,1,0,0
139803002,0.275022267,1,0,0
139803003,0.248137038,1,0,0
139803004,0.497067956,1,0,0
139803005,0.26903751,1,2,4
139803006,0.451878647,1,0,0
139803007,0.430881199,1,12,25
139899001,0.30555891,1,9,4119
139899002,0.291152521,1,11,5409
140168001,0.438861662,1,13,4004
140168002,0.508413872,1,15,5474
140168003,0.468302345,1,13,4004
140168004,2.150354824,1,13,4004
140168005,0.755867547,1,0,0
140168006,0.304610226,1,15,5474
140168007,1.234610667,1,0,0
140168008,1.09387206,1,0,0
140168009,0.35821631,1,3,1114
140168010,0.31607453,1,1,356
140168011,0.524914551,1,0,0
140168012,0.703722442,1,0,0
140352001,0.744364261,1,11,4070
140352002,0.434678011,1,20,12051
140673001,0.446193744,1,226,107018
140673002,0.458240492,1,550,393936
141232001,0.451199255,1,16,7271
141232002,0.317849286,1,31,20353
141456001,0.316458648,1,1,544
141456002,0.425023024,1,2,1383
141933001,0.272011508,1,14,6184
141933002,0.357305252,1,17,9254
141933003,0.718833775,1,46,21863
192359001,0.322391619,1,178,79694
192359002,0.385192543,1,379,253415
192671001,0.379852812,1,141,62724
192671002,0.444285391,1,261,167415
192671003,0.728015501,1,36,288
192671004,0.457006829,1,37,296
192671005,0.587862405,1,37,296
192675001,0.272378623,1,6,2675
192675002,0.289219092,1,15,10966
192675003,0.499194244,1,6,2675
192675004,0.469702923,1,0,0
193782001,0.38020815,1,117,47632
193782002,0.311024059,1,209,128411
193782004,0.960900729,1,35,24471
193782005,1.305252707,1,45,29637
194133001,0.484897182,1,190,82554
194133002,0.345369119,1,442,302874
194702001,0.27324297,1,0,0
194702002,0.26780717,1,0,0
194702003,0.35318734,1,0,0
194992001,0.388754996,1,7,3178
194992002,0.548322121,1,10,5800
196523001,0.44640979,1,104,40173
196523002,0.322463498,1,181,108029
196523003,0.546763555,1,109,42270
196523004,0.416669568,1,188,111801
196523005,0.492205834,1,234,317
197320001,0.42723449,1,134,56504
197320002,0.41852839,1,217,126061
197320003,1.419827291,1,20,317
197320004,0.575344536,1,51,1735
197494001,0.291965729,1,27,11373
197494002,0.478829635,1,51,32968
197494003,0.558416753,1,52,33232
197494004,0.358819698,1,52,33232
197494005,1.16927648,1,0,0
197494006,0.324967132,1,57,37156
197494007,1.409334815,1,0,0
197494008,1.173394188,1,0,0
197494009,1.250871339,1,0,0
197494010,0.457965704,1,44,29472
197494011,1.382801299,1,0,0
197508001,0.447124328,1,57,22883
197508002,0.460872373,1,104,64837
198571001,0.43843531,1,6,2391
198571002,0.254709615,1,10,5278
198571003,0.350327733,1,2,33
198984001,0.351518937,1,5,1321
198984002,0.315342466,1,9,4904
198985001,0.508441285,1,26,12094
198985002,0.512913492,1,36,21408
199074001,0.426555751,1,26,11830
199074002,0.306552973,1,44,27357
199074003,0.569440058,1,5,40
200219001,0.386243215,1,230,104360
200219002,0.357154631,1,497,339150
200762001,0.305233307,1,1,583
200762002,0.335548432,1,1,583
200762003,0.403852872,1,1,583
200762004,0.552260701,1,0,0
200762005,0.405457081,1,0,0
201214001,0.347461926,1,0,0
201214002,0.283218844,1,0,0
201254001,0.292907195,1,107,46443
201254002,0.348355043,1,198,125838
201254003,0.36962699,1,145,67301
201340001,0.443106868,1,130,53559
201340002,0.470180362,1,206,118919
201606001,0.603742361,1,21,8966
201606002,0.307020342,1,33,18899
201606003,0.811525573,1,21,8966
201606004,0.749993272,1,0,0
201606005,0.247923596,1,33,18899
201606006,1.030817186,1,0,0
201606007,0.349302865,1,0,0
201606008,0.74577882,1,1,857
201606009,0.38489885,1,1,416
201606010,0.658542631,1,2,1112
201620001,0.455002747,1,57,25644
201620002,0.274050316,1,107,69779
201826001,0.358293502,1,169,77843
201826002,0.327247204,1,672,538737
201826003,0.808715533,1,695,568348
201826004,0.862826922,1,159,72294
201826005,1.38826118,1,227,113246
201826006,4.011120059,1,0,0
201826007,2.617490039,1,212,108013
201826008,1.281028105,1,118,56661
24134001,0.308678635,1,157,68149
24134002,0.302539115,1,288,181868
24134003,0.243961594,1,156,67269
24609001,0.292851397,1,24,10965
24609002,0.321544642,1,39,23632
24609003,0.277580084,1,36,16612
254443001,0.364769825,1,18,7716
254443002,0.38896665,1,23,11376
254443003,0.28750441,1,18,7716
254443004,0.355325792,1,18,7716
254761001,0.306013174,1,185,80820
254761002,0.493353948,1,331,209140
254761003,0.457687434,1,477,2222
255573001,0.328265819,1,213,94521
255573002,0.307318237,1,505,357591
