cohort,elapsed,success,count,length
132702001,0.31543315,1,361,120860
132702002,0.051859533,1,626,326982
132702003,0.092485196,1,585,194020
132703001,0.10510488,1,328,109952
132703002,0.056517971,1,620,336750
132703003,0.067565651,1,6,1582
132797001,0.668471791,1,9017,3077062
132797002,1.176548641,1,16118,8623761
132797003,1.716357468,1,5170,58487
133169001,0.322133964,1,535,175060
133169002,0.073758319,1,904,461116
133444001,0.319589429,1,5025,1685787
133444002,0.592970004,1,9011,4778942
133834001,0.480765046,1,1461,468757
133834002,0.192785085,1,2579,1321954
133834003,0.20619354,1,1461,468757
133834005,0.20527669,1,1461,468757
133834006,0.228705661,1,2356,1214453
133834007,0.175773993,1,81,51377
133834008,0.204128279,1,23,11324
133834009,0.227130776,1,1,100
133834010,0.006451043,1,0,0
133834011,0.014828907,1,0,0
133834012,0.006601571,1,0,0
133834013,0.008735208,1,0,0
134442001,0.094199336,1,1715,582640
134442002,0.225825112,1,3051,1613985
134442003,0.256097502,1,1031,335216
134442004,0.199279544,1,1715,582640
134442005,0.369011012,1,2684,900092
136774001,0.150050725,1,127,42501
136774002,0.024423165,1,216,110851
137977001,0.017341249,1,0,0
137977002,0.002422797,1,0,0
138379001,0.213504807,1,2787,942531
138379002,0.424690673,1,4926,2593455
138379003,0.556984124,1,4926,2593455
138502001,0.279818255,1,749,248001
138502002,0.103789135,1,1297,671764
138502003,0.102601235,1,749,248001
138994001,0.349919782,1,4068,1415664
138994002,0.588741019,1,7507,4122046
139803001,0.334803898,1,10,3513
139803002,0.010839595,1,16,8410
139803003,0.029839124,1,24,71
139803004,0.031937568,1,3,13
139803005,0.031481429,1,95,293
139803006,0.418377191,1,25,69
139803007,0.090187389,1,1383,2732
139899001,0.101076063,1,578,194123
139899002,0.078674399,1,999,521821
140168001,0.255769693,1,3170,1073209
140168002,0.427477702,1,5833,3146140
140168003,0.55168379,1,3170,1073209
140168004,0.452788427,1,3112,1050493
140168005,0.229642829,1,0,0
140168006,0.273621678,1,5732,3092844
140168007,1.079425291,1,890,563945
140168008,0.992388021,1,361,221398
140168009,0.272653117,1,4720,2534001
140168010,0.371611081,1,514,284371
140168011,0.457708712,1,66,46162
140168012,0.172691653,1,42,27288
140352001,0.104561118,1,1260,416530
140352002,0.185770502,1,2115,1075018
140673001,2.496888754,1,20049,7381622
140673002,3.829737953,1,55144,35367238
141232001,2.377337235,1,1827,599997
141232002,0.279726397,1,3215,1664634
141456001,0.153749997,1,0,0
141456002,0.002214995,1,0,0
141933001,0.05375318,1,811,261095
141933002,0.118496662,1,1418,731607
141933003,0.71235209,1,2561,844624
192359001,1.453247245,1,16851,5936633
192359002,2.604447841,1,36140,21301313
192671001,1.980264385,1,10140,3512602
192671002,1.136170556,1,18802,10275717
192671003,1.606282895,1,1395,11276
192671004,1.160610632,1,1238,10008
192671005,0.7731728,1,1238,10008
192675001,0.100489955,1,617,210744
192675002,0.08766615,1,1068,561453
192675003,0.093536304,1,617,210744
192675004,0.073821965,1,13,4902
193782001,1.118811204,1,10406,3490656
193782002,1.771290777,1,18932,10225355
193782004,10.338680014,1,6533,3643088
193782005,10.837399845,1,6894,3797126
194133001,2.012011597,1,18386,6631761
194133002,3.282708364,1,44810,27591105
194702001,1.831376982,1,5,1155
194702002,0.008662377,1,8,3709
194702003,0.010687327,1,5,13
194992001,0.054930526,1,742,246901
194992002,0.100382038,1,1258,645300
196523001,0.67328463,1,10186,3495072
196523002,1.325353665,1,18937,10304713
196523003,1.271035027,1,10500,3610138
196523004,1.311724269,1,19661,10745069
196523005,1.874408493,1,23432,30894
197320001,1.258064157,1,4463,1543454
197320002,0.527204076,1,7660,4028437
197320003,1.747896695,1,122,588
197320004,0.663527885,1,260,8020
197494001,0.235951778,1,3254,1116979
197494002,0.41997756,1,5833,3136468
197494003,0.571250018,1,6564,3508284
197494004,0.629332659,1,8282,4381267
197494005,1.763293432,1,43,28475
197494006,0.282719144,1,6779,3627697
197494007,1.68349527,1,5,3214
197494008,1.800748363,1,18,12906
197494009,1.608410258,1,26,16454
197494010,0.250008355,1,7505,3947913
197494011,2.203954722,1,43,28475
197508001,0.386846559,1,5011,1702065
197508002,0.832731857,1,9070,4863205
198571001,0.445979253,1,724,249610
198571002,0.098500903,1,1224,624969
198571003,0.501396224,1,257,4520
198984001,0.044973575,1,183,68677
198984002,0.038297677,1,328,179954
198985001,0.195242958,1,2204,753008
198985002,0.341910148,1,3792,1985445
199074001,0.368234597,1,2842,982921
199074002,0.394354289,1,4966,2635510
199074003,0.797612583,1,662,5323
200219001,2.073750548,1,18975,6917899
200219002,3.107889662,1,47285,29337601
200762001,1.891209444,1,168,57615
200762002,0.027658821,1,255,123900
200762003,0.565050711,1,168,57615
200762004,0.025455637,1,1,236
200762005,0.017330864,1,1,236
201214001,0.01285889,1,22,6706
201214002,0.010585358,1,39,20310
201254001,0.711610481,1,10784,3775650
201254002,1.496058667,1,21881,12545646
201254003,2.065849857,1,13380,4771795
201340001,1.295555984,1,10443,3601354
201340002,1.376388016,1,20134,11159896
201606001,0.94822649,1,1772,600312
201606002,0.244572363,1,3111,1638626
201606003,0.313859884,1,1772,600312
201606004,0.223592767,1,9,3708
201606005,0.196368901,1,3111,1638626
201606006,0.403701396,1,2,1248
201606007,0.790065479,1,0,0
201606008,0.66107574,1,60,42379
201606009,1.188931872,1,153,95032
201606010,0.636714314,1,292,164317
201620001,0.365727201,1,5497,1852295
201620002,0.716519014,1,9937,5281446
201826001,5.389037237,1,13890,5146991
201826002,6.750025484,1,67400,49425607
201826003,10.179023422,1,69578,52119419
201826004,6.636323738,1,12631,4626260
201826005,9.957055853,1,18780,7419901
201826006,44.643537719,1,0,0
201826007,12.593461185,1,18657,7394896
201826008,9.63199462,1,8861,3341735
24134001,0.396355804,1,0,0
24134002,0.002236638,1,0,0
24134003,0.006475797,1,0,0
24609001,0.138759051,1,2058,697601
24609002,0.279784658,1,3624,1922234
24609003,0.433470381,1,3861,1311058
254443001,0.255053069,1,1086,356130
254443002,0.151802151,1,1799,913361
254443003,0.2102212,1,1086,356130
254443004,0.179328997,1,1086,356130
254761001,0.056848315,1,0,0
254761002,0.004431642,1,0,0
254761003,0.182317379,1,3638,15321
255573001,0.925296488,1,12475,4392504
255573002,1.698253282,1,25948,15065919
255573003,2.39408453,1,5266,41235
255573004,2.251411484,1,24608,15270915
255848001,1.517813323,1,9083,3138323
255848002,1.129053729,1,16932,9261439
255848003,1.382139211,1,842,10352
255848004,0.789487031,1,20288,199441
257007001,1.666156813,1,12152,4218271
257007002,1.762503815,1,25891,15037113
257628001,1.319676219,1,2318,804137
257628002,0.343367671,1,4159,2248800
257628003,0.425155605,1,2358,817104
257628004,0.33041228,1,4159,2248800
257628005,0.409624405,1,4873,2629089
257628006,0.442843478,1,2710,930805
257628007,0.283546956,1,301,205654
257628008,0.128242202,1,253,177810
257628009,0.150621192,1,481,276263
257628010,0.243962666,1,4159,2248800
257628011,0.289207612,1,0,0
257628012,0.09268137,1,0,0
257628013,0.42035394,1,14,9275
257628014,0.409702137,1,5,3315
27918001,0.042212448,1,529,172352
27918002,0.099159683,1,931,483486
27918003,0.12155553,1,3,1289
30753001,0.590687188,1,8977,3059466
30753002,1.109427342,1,16965,9295036
312327001,1.262035124,1,7054,2395549
312327002,0.924406539,1,12448,6566324
312327003,1.462135385,1,2529,25930
312327004,0.803207359,1,14677,302898
312437001,2.237164632,1,17658,6335305
312437002,2.910089051,1,40483,24355442
312437003,5.071187178,1,74198,413575
312939001,3.228641095,1,0,0
312939002,0.004591953,1,0,0
31317001,0.631108225,1,10765,3721342
31317002,1.364532544,1,19554,10547687
31317003,1.456021004,1,10765,3721342
313217001,3.717610704,1,19832,7129303
313217002,4.820169363,1,52185,33264161
313217003,5.446608645,1,12189,93579
313217004,6.175458054,1,16015,112137
313217005,7.744804764,1,47080,35753001
313217006,3.924786224,1,19832,7129303
313217007,8.561119253,1,36403,26752201
313223001,1.48188165,1,0,0
313223002,0.004543427,1,0,0
313459001,0.420523653,1,8927,3057916
313459002,1.085427883,1,15897,8438137
313800001,0.713477259,1,0,0
313800002,0.004500038,1,0,0
313800003,0.159870304,1,2118,3619
314381001,0.126668813,1,0,0
314381002,0.004469644,1,0,0
314381003,0.029943649,1,39,156
314381004,0.011516692,1,0,0
314383001,0.21437531,1,3812,1288537
314383002,0.488873538,1,6914,3699580
314383003,5.362200999,1,159,91958
314383004,0.50243809,1,23,13814
316139001,1.921289015,1,19006,6854940
316139002,3.147023895,1,49726,31522961
316139003,5.506077957,1,14393,123060
316139004,5.649947728,1,27298,54596
316866001,1.589205566,1,8574,2930009
316866002,0.994553836,1,16287,8940362
316866003,2.695609431,1,42090,25628068
317009001,2.812425504,1,14092,4938370
317009002,2.006670935,1,28698,16454088
317009003,2.230829507,1,3466,24208
317009004,2.310461285,1,20616,12566842
317009005,3.358682679,1,43734,27013766
317009006,3.920912377,1,20616,12566842
317576001,3.311536522,1,17858,6644231
317576002,3.79639285,1,57658,38805536
318443001,4.427128667,1,16881,6338234
318443002,4.009507668,1,61093,42276988
318736001,2.923922545,1,7984,2752100
318736002,1.012776075,1,14983,8228526
318736003,1.088748653,1,7984,2752100
318800001,1.584835909,1,18687,6650988
318800002,2.550969978,1,40378,23679181
319041001,1.895828186,1,2471,833186
319041002,0.303791508,1,4247,2220050
319049001,0.968365106,1,10703,3639471
319049002,1.410342548,1,18847,9966283
