cohort,elapsed,success,count,length
132702001,17.941753336,1,8273,2758843
132702002,17.646829561,1,14155,7332967
132702003,17.792955261,1,13598,4497289
132703001,17.99073505,1,8392,2813218
132703002,17.659748879,1,14763,7756608
132703003,21.359999869,1,132,45833
132797001,19.169633838,1,208313,71177134
132797002,18.73688312,1,373020,199697016
132797003,47.744472338,1,595291,3386184
133169001,17.924548525,1,12020,3971316
133169002,17.885486721,1,20369,10454311
133444001,18.10216294,1,115478,38788831
133444002,18.026605109,1,209351,111753370
133834001,18.503882693,1,34260,11289115
133834002,18.966768461,1,60573,31700477
133834003,19.825146428,1,34260,11289115
133834005,19.572904738,1,34260,11289115
133834006,13.730100529,1,55261,28922584
133834007,46.233481477,1,1883,1229439
133834008,235.685220357,1,541,291093
133834009,233.203540261,1,0,0
133834010,13.185129359,1,0,0
133834011,7.480728441,1,0,0
133834012,15.295652462,1,0,0
133834013,23.18864343,1,0,0
134442001,17.912477346,1,41495,14190955
134442002,17.985280867,1,71925,37678166
134442003,17.808476023,1,24606,8059966
134442004,18.261973541,1,41495,14190955
134442005,17.73146989,1,64415,21752473
136774001,17.907460882,1,2906,970271
136774002,17.528409587,1,4992,2578457
137977001,17.739303792,1,14,4711
137977002,17.935690552,1,18,7553
138379001,17.800474893,1,63699,21761235
138379002,18.126935765,1,113836,60903276
138379003,19.402509934,1,113836,60903276
138502001,18.434139289,1,18123,5882362
138502002,19.745368278,1,31378,16157434
138502003,19.314916976,1,18123,5882362
138994001,19.93897721,1,93701,32310754
138994002,18.080040977,1,173799,95369559
139803001,17.804272275,1,216,73510
139803002,17.630849569,1,371,196229
139803003,13.6164108,1,602,1547
139803004,41.714625375,1,602,1547
139803005,13.93161531,1,2157,7129
139803006,43.752600053,1,34040,67526
139803007,14.190343536,1,34040,67526
139899001,17.746745611,1,12699,4214566
139899002,17.683917094,1,21962,11417149
140168001,18.169953118,1,22921,7615527
140168002,17.692259146,1,39994,20921886
140168003,18.495205662,1,22921,7615527
140168004,103.404060219,1,22588,7495764
140168005,24.88670905,1,0,0
140168006,13.578049183,1,35734,18688242
140168007,67.743870437,1,35734,18695616
140168008,72.940426222,1,35734,18695616
140168009,13.275525507,1,6029,3072019
140168010,13.329739289,1,673,360956
140168011,12.635457141,1,6,4129
140168012,40.58298867,1,6,3022
140352001,18.866193921,1,26208,8816808
140352002,17.804781861,1,44620,23071746
140673001,26.568730321,1,464554,172467503
140673002,28.881361059,1,1284178,825957690
141232001,17.911952436,1,43156,14431204
141232002,17.937664017,1,76307,40086941
141456001,17.252681578,1,0,0
141456002,17.380912587,1,0,0
141933001,18.163698717,1,18270,5941301
141933002,17.828005364,1,31724,16336261
141933003,26.775017278,1,60318,19797199
192359001,20.067232525,1,338919,118102363
192359002,20.46407051,1,683268,391779523
192671001,18.255318172,1,257192,89240568
192671002,18.912808989,1,491037,271803272
192671003,46.330477813,1,744552,6527524
192671004,20.756865187,1,594345,5167983
192671005,26.405676494,1,594345,5167983
192675001,18.127281113,1,14121,4755540
192675002,17.66090017,1,24200,12530794
192675003,25.132676152,1,14121,4755540
192675004,24.815921988,1,207,87199
193782001,18.15836688,1,243176,82165459
