cohort,elapsed,success,count,length
132702001,0.627767866,1,4,1867
132702002,0.599518797,1,5,2775
132702003,0.618444972,1,6,2676
132703001,0.631995733,1,5,1841
132703002,0.610482142,1,8,4617
132703003,0.709709717,1,0,0
132797001,0.643700304,1,107,46339
132797002,0.628463631,1,163,96253
132797003,0.982335141,1,42,390
133169001,0.602286123,1,8,2928
133169002,0.597173418,1,12,6279
133444001,0.752318891,1,53,22342
133444002,0.610568992,1,88,51058
133834001,0.611671853,1,11,4372
133834002,0.685194252,1,20,12200
133834003,0.706624311,1,11,4372
133834005,0.626040224,1,11,4372
133834006,0.546085053,1,18,10777
133834007,0.682086616,1,1,754
133834008,1.583436623,1,0,0
133834009,2.126290049,1,0,0
133834010,0.577801448,1,22,14654
133834011,0.568316431,1,0,0
133834012,1.543051033,1,0,0
133834013,1.986382385,1,0,0
134442001,0.608186831,1,28,11850
134442002,0.707760775,1,38,20814
134442003,0.657533791,1,13,5386
134442004,0.718990514,1,28,11850
134442005,0.763307859,1,40,16711
136774001,0.59739735,1,3,603
136774002,0.590524491,1,4,1523
137977001,0.588112609,1,15,5767
137977002,0.632988653,1,22,11797
138379001,0.644816271,1,36,12855
138379002,0.674835703,1,59,33568
138379003,0.780017397,1,59,33568
138502001,0.676964439,1,12,4600
138502002,0.736957194,1,20,11273
138502003,0.67354437,1,12,4600
138994001,0.632381891,1,43,18369
138994002,0.645143223,1,90,60348
139803001,0.619151063,1,0,0
139803002,0.607329121,1,0,0
139803003,0.609605935,1,0,0
139803004,0.804136985,1,0,0
139803005,0.633993331,1,2,4
139803006,0.773553358,1,0,0
139803007,0.633804488,1,12,25
139899001,0.660763928,1,9,4119
139899002,0.947741811,1,11,5409
140168001,0.679195095,1,13,4004
140168002,0.632626669,1,15,5474
140168003,0.923807019,1,13,4004
140168004,2.672176931,1,13,4004
140168005,0.841823892,1,0,0
140168006,0.547562428,1,15,5474
140168007,0.869430799,1,0,0
140168008,1.094455574,1,0,0
140168009,0.749193527,1,3,1114
140168010,0.641345555,1,1,356
140168011,0.686691748,1,0,0
140168012,0.650032816,1,0,0
140352001,0.720259038,1,11,4070
140352002,0.636832662,1,20,12051
140673001,0.695725416,1,226,107018
140673002,0.603693526,1,550,393936
141232001,0.597925728,1,16,7271
141232002,0.593579009,1,31,20353
141456001,0.569684159,1,1,544
141456002,0.649365981,1,2,1383
141933001,0.571109647,1,14,6184
141933002,0.59658696,1,17,9254
141933003,0.969858126,1,46,21863
192359001,0.845061876,1,178,79694
192359002,0.658882609,1,379,253415
192671001,0.651073471,1,141,62724
192671002,0.602901573,1,261,167415
192671003,1.062914006,1,36,288
192671004,0.837892588,1,37,296
192671005,1.180042568,1,37,296
192675001,0.601331458,1,6,2675
192675002,0.586252344,1,15,10966
192675003,0.914038875,1,6,2675
192675004,0.778557167,1,0,0
193782001,0.635827782,1,117,47632
193782002,0.633732828,1,209,128411
193782004,1.120115086,1,35,24471
193782005,1.630052934,1,45,29637
194133001,0.615525956,1,190,82554
194133002,0.641065715,1,442,302874
194702001,0.538860282,1,0,0
194702002,0.58277929,1,0,0
194702003,0.562789161,1,0,0
194992001,0.817718324,1,7,3178
194992002,0.661582047,1,10,5800
196523001,0.639227074,1,104,40173
196523002,0.638017076,1,181,108029
