cohort,elapsed,success,count,length
132702001,3.444401855,1,361,120860
132702002,0.247447879,1,626,326982
132702003,0.221603574,1,585,194020
132703001,2.0841696,1,328,109952
132703002,2.509604232,1,620,336750
132703003,0.986991791,1,6,1582
132797001,0.990500813,1,9017,3077062
132797002,2.325962998,1,16118,8623761
132797003,2.817945435,1,5170,58487
133169001,0.346257384,1,535,175060
133169002,0.186529506,1,904,461116
133444001,0.492625366,1,5025,1685787
133444002,1.07905591,1,9011,4778942
133834001,0.737787657,1,1461,468757
133834002,0.41434848,1,2579,1321954
133834003,0.375052878,1,1461,468757
133834005,0.335572815,1,1461,468757
133834006,0.307034367,1,2356,1214453
133834007,0.656408043,1,81,51377
133834008,2.901341369,1,23,11324
133834009,3.47562488,1,1,100
133834010,0.04256903,1,0,0
133834011,0.104388207,1,0,0
133834012,0.46709005,1,0,0
133834013,0.646576167,1,0,0
134442001,0.291084839,1,1715,582640
134442002,0.390578765,1,3051,1613985
134442003,0.326081891,1,1031,335216
134442004,0.26870718,1,1715,582640
134442005,0.398010288,1,2684,900092
136774001,0.297223587,1,127,42501
136774002,0.127969885,1,216,110851
137977001,0.114382924,1,0,0
137977002,0.063577217,1,0,0
138379001,0.413601576,1,2787,942531
138379002,0.598183332,1,4926,2593455
138379003,1.256060537,1,4926,2593455
138502001,0.522999082,1,749,248001
138502002,0.211102377,1,1297,671764
138502003,0.243800993,1,749,248001
138994001,0.439527763,1,4068,1415664
138994002,0.884764272,1,7507,4122046
139803001,0.410277165,1,10,3513
139803002,0.080025619,1,16,8410
139803003,0.097952732,1,24,71
139803004,0.194891772,1,3,13
139803005,0.137236335,1,95,293
139803006,0.325399092,1,25,69
139803007,0.177139469,1,1383,2732
139899001,0.220449312,1,578,194123
139899002,0.228575044,1,999,521821
140168001,2.636511358,1,3170,1073209
140168002,2.653830872,1,5833,3146140
140168003,2.692000634,1,3170,1073209
140168004,6.362889178,1,3112,1050493
140168005,2.344223054,1,0,0
140168006,0.492446419,1,5732,3092844
140168007,2.109908908,1,890,563945
140168008,1.980906725,1,361,221398
140168009,0.449691793,1,4720,2534001
140168010,0.429387612,1,514,284371
140168011,1.761268636,1,66,46162
140168012,0.448038839,1,42,27288
140352001,0.201883808,1,1260,416530
140352002,0.325122123,1,2115,1075018
140673001,1.860461304,1,20049,7381622
140673002,4.566986137,1,55144,35367238
141232001,4.64630567,1,1827,599997
141232002,2.584659927,1,3215,1664634
141456001,0.228888633,1,0,0
141456002,0.051380261,1,0,0
141933001,0.151211836,1,811,261095
141933002,0.2469019,1,1418,731607
141933003,0.729019472,1,2561,844624
192359001,1.779925064,1,16851,5936633
192359002,3.311316231,1,36140,21301313
192671001,2.937474201,1,10140,3512602
192671002,2.377000204,1,18802,10275717
192671003,2.859882615,1,1395,11276
192671004,1.289423822,1,1238,10008
192671005,1.526158642,1,1238,10008
192675001,0.234359694,1,617,210744
192675002,0.172663536,1,1068,561453
192675003,0.327981495,1,617,210744
192675004,0.233316026,1,13,4902
193782001,2.361268599,1,10406,3490656
193782002,3.324810668,1,18932,10225355
193782004,5.985339337,1,6533,3643088
193782005,8.578302399,1,6894,3797126
194133001,1.942555329,1,18386,6631761
194133002,3.45837581,1,44810,27591105
194702001,1.865818177,1,5,1155
194702002,0.124558246,1,8,3709
194702003,0.129490021,1,5,13
194992001,0.161882991,1,742,246901
