cohort,elapsed,success,count,length
132702001,3.684896625,1,361,120860
132702002,2.246234678,1,626,326982
132702003,2.097396832,1,585,194020
132703001,2.274952389,1,328,109952
132703002,2.12397317,1,620,336750
132703003,1.336307416,1,6,1582
132797001,2.322038177,1,9017,3077062
132797002,2.291064447,1,16118,8623761
132797003,3.645916704,1,5170,58487
133169001,2.187758978,1,535,175060
133169002,2.129355863,1,904,461116
133444001,2.187568881,1,5025,1685787
133444002,2.158200776,1,9011,4778942
133834001,2.160346927,1,1461,468757
133834002,2.081259527,1,2579,1321954
133834003,0.061478485,1,1461,468757
133834005,2.134104871,1,1461,468757
133834006,0.060058894,1,2356,1214453
133834007,0.620992772,1,81,51377
133834008,0.921763762,1,23,11324
133834009,1.21955934,1,1,100
133834010,0.004298958,1,0,0
133834011,0.013007697,1,0,0
133834012,0.744127836,1,0,0
133834013,0.997880017,1,0,0
134442001,2.150136658,1,1715,582640
134442002,2.080543468,1,3051,1613985
134442003,2.156493551,1,1031,335216
134442004,2.070044056,1,1715,582640
134442005,2.21124708,1,2684,900092
136774001,2.178783903,1,127,42501
136774002,2.13624815,1,216,110851
137977001,2.063553171,1,0,0
137977002,2.090323839,1,0,0
138379001,2.169574885,1,2787,942531
138379002,2.215035924,1,4926,2593455
138379003,0.141671306,1,4926,2593455
138502001,2.119504388,1,749,248001
138502002,2.113033588,1,1297,671764
138502003,0.029080542,1,749,248001
138994001,2.239355965,1,4068,1415664
138994002,2.204581779,1,7507,4122046
139803001,2.136987007,1,10,3513
139803002,2.153209528,1,16,8410
139803003,2.220165752,1,24,71
139803004,2.17636753,1,3,13
139803005,2.064294591,1,95,293
139803006,2.422104579,1,25,69
139803007,2.173499117,1,1383,2732
139899001,2.084242796,1,578,194123
139899002,2.147709996,1,999,521821
140168001,2.211534632,1,3170,1073209
140168002,2.211362803,1,5833,3146140
140168003,1.670887807,1,3170,1073209
140168004,6.221106654,1,3112,1050493
140168005,0.360284917,1,0,0
140168006,0.17475224,1,5732,3092844
140168007,3.115395402,1,890,563945
140168008,3.213465805,1,361,221398
140168009,0.109572183,1,4720,2534001
140168010,0.125996895,1,514,284371
140168011,0.45637317,1,66,46162
140168012,0.151170142,1,42,27288
140352001,2.220235727,1,1260,416530
140352002,2.3563767,1,2115,1075018
140673001,2.813115293,1,20049,7381622
140673002,3.035671369,1,55144,35367238
141232001,2.271173924,1,1827,599997
141232002,2.173306994,1,3215,1664634
141456001,2.117593708,1,0,0
141456002,2.078925883,1,0,0
141933001,2.244608319,1,811,261095
141933002,2.195231518,1,1418,731607
141933003,1.513845399,1,2561,844624
192359001,2.47812139,1,16851,5936633
192359002,2.993270042,1,36140,21301313
192671001,2.36889806,1,10140,3512602
192671002,2.427823658,1,18802,10275717
192671003,1.279350666,1,1395,11276
192671004,2.027850392,1,1238,10008
192671005,2.082935244,1,1238,10008
192675001,2.140539531,1,617,210744
192675002,2.167199868,1,1068,561453
192675003,0.090413177,1,617,210744
192675004,1.210319313,1,13,4902
193782001,2.338081388,1,10406,3490656
193782002,2.421172326,1,18932,10225355
193782004,43.340278948,1,6533,3643088
193782005,87.730027945,1,6894,3797126
194133001,2.616252964,1,18386,6631761
194133002,2.812708609,1,44810,27591105
194702001,2.270837962,1,5,1155
194702002,2.19760894,1,8,3709
194702003,2.522820841,1,5,13
194992001,3.106668849,1,742,246901
194992002,2.680730166,1,1258,645300
196523001,2.409563732,1,10186,3495072
196523002,2.776637353,1,18937,10304713
196523003,0.336873793,1,10500,3610138
196523004,2.918987075,1,19661,10745069
196523005,2.74261741,1,23432,30894
197320001,2.289537485,1,4463,1543454
197320002,2.293778352,1,7660,4028437
197320003,4.899331765,1,122,588
197320004,3.401012857,1,260,8020
197494001,2.467968543,1,3254,1116979
197494002,2.485922448,1,5833,3136468
197494003,2.328559302,1,6564,3508284
197494004,2.475760221,1,8282,4381267
197494005,11.60584444,1,43,28475
197494006,2.396001901,1,6779,3627697
197494007,12.58611521,1,5,3214
197494008,19.702573584,1,18,12906
197494009,20.608595822,1,26,16454
197494010,0.134023522,1,7505,3947913
197494011,21.081976094,1,43,28475
197508001,2.61026084,1,5011,1702065
197508002,2.374085482,1,9070,4863205
198571001,2.329252305,1,724,249610
198571002,2.433637537,1,1224,624969
198571003,0.193333484,1,257,4520
198984001,2.542830025,1,183,68677
198984002,2.660485449,1,328,179954
198985001,2.871650431,1,2204,753008
198985002,2.588301671,1,3792,1985445
199074001,2.691226219,1,2842,982921
199074002,2.425062966,1,4966,2635510
199074003,3.091824636,1,662,5323
200219001,2.685338171,1,18975,6917899
200219002,2.994234197,1,47285,29337601
200762001,2.255704609,1,168,57615
200762002,2.221223955,1,255,123900
200762003,4.782565257,1,168,57615
200762004,1.143635505,1,1,236
200762005,1.154552421,1,1,236
201214001,2.238960263,1,22,6706
201214002,2.221226028,1,39,20310
201254001,2.352560493,1,10784,3775650
201254002,2.461752322,1,21881,12545646
201254003,2.40706866,1,13380,4771795
201340001,2.409046674,1,10443,3601354
201340002,2.4840761,1,20134,11159896
201606001,2.209381259,1,1772,600312
201606002,2.232539092,1,3111,1638626
201606003,2.309363393,1,1772,600312
201606004,2.493903878,1,9,3708
201606005,0.064632598,1,3111,1638626
201606006,0.333724605,1,2,1248
201606007,2.174017646,1,0,0
201606008,2.157571404,1,60,42379
201606009,2.113747361,1,153,95032
201606010,3.040633179,1,292,164317
201620001,2.312263976,1,5497,1852295
201620002,2.360778695,1,9937,5281446
201826001,2.956613474,1,13890,5146991
201826002,3.447585195,1,67400,49425607
201826003,3.411696656,1,69578,52119419
201826004,2.737662862,1,12631,4626260
201826005,7.037078726,1,18780,7419901
201826006,42.5575234,1,0,0
201826007,9.385734858,1,18657,7394896
201826008,4.631810738,1,8861,3341735
24134001,2.151245409,1,0,0
24134002,2.14385976,1,0,0
24134003,0.007196723,1,0,0
24609001,2.265715082,1,2058,697601
24609002,2.246951703,1,3624,1922234
24609003,2.282446558,1,3861,1311058
254443001,2.204507323,1,1086,356130
254443002,2.22553029,1,1799,913361
254443003,2.235121972,1,1086,356130
254443004,2.187354885,1,1086,356130
254761001,2.167444793,1,0,0
254761002,2.175126338,1,0,0
254761003,2.223592746,1,3638,15321
255573001,2.394369192,1,12475,4392504
255573002,2.76442279,1,25948,15065919
255573003,13.29212178,1,5266,41235
255573004,7.993687854,1,24608,15270915
255848001,2.413493142,1,9083,3138323
255848002,2.42687978,1,16932,9261439
255848003,1.129797251,1,842,10352
